Year,Site-yr,Site-no,Site,Soil,Texture,prevCrop,Till,Treatment,Treat-no,Plot,Rep,lbsN,FN,lbsP2O5,FP,lbsK20,FK,lbsS,FS,POP ha,POP ac,GDM,CDM,VDM,TDM,cobHi,HI,EARS,BARR,PROL,KERNE,KERNm,HSW,gUN,cUN,vUN,UN,NHI,gUP,cUP,vUP,UP,PHI,gUK,cUK,vUK,UK,KHI,gUCa,cUCa,vUCa,UCa,CaHI,gUMg,cUMg,vUMg,UMg,MgHI,gUS,cUS,vUS,US,SHI,gN,gP,gK,gCa,gMg,gS,cN,cP,cK,cCa,cMg,cS,vN,vP,vK,vCa,vMg,vS,SOM 0-4,SOM 4-8,SOM 0-8,SOM 8-16,pH 0-4,pH 4-8,pH 0-8,pH 8-16,bpH 0-4,bpH 4-8,bpH 0-8,bpH 8-16,Bray-P 0-4,Bray-P 4-8,Bray-P 0-8,Bray-P 8-16,cumBray-P8,cumBray-P16,Olsen-P 0-4,Olsen-P 4-8,Olsen-P 0-8,Olsen-P 8-16,cumOls-P8,cumOls-P16,K 0-4,K 4-8,K 0-8,K 8-16,cumK8,cumK16,NO3-12S,NO3-24S,NO3-36S,NO3-48S,avgNO3-S2ft,avgNO3-S3ft,avgNO3-S4ft,cumNO3-S,NO3-12F,NO3-24F,NO3-36F,NO3-48F,avgNO3-F,cumNO3-F,PSNT,Amino-N 0-6,Amino-N 6-12,SO4-S12,SO4-S24,SO4-S36,avgSO4-S,cumSO4-S,Zn 0-4,Zn 4-8,Zn 0-8,Fe 0-4,Fe 4-8,Fe 0-8,Mn 0-4,Mn 4-8,Mn 0-8,Cu 0-4,Cu 4-8,Cu 0-8,S 0-4,S 4-8,S 0-8,BD 0-8,irrigN,Observed L (F),Observed H (F),Normal L (F),Normal H (F),Observed Precip (inches),Observed S Fall (inches),GY Mg
2002,10,10,Paxton,Vetal,lS,corn,CT,N1P1K1,4,406,4,125,140,41,20,43,40,20,22,73387,29699,13115,2417,11778,27310,0.84,0.48,73387,0.0,0.0,580,4257,30.8,201.8,14.6,112.9,329.4,0.61,37.7,0.6,0.9,39.2,0.96,51.3,14.7,278.3,344.3,0.15,2.2,0.4,50.0,52.7,0.04,16.0,1.1,22.1,39.3,0.41,16.4,1.0,9.4,26.8,0.61,1.54,0.29,0.39,0.02,0.12,0.13,0.54,0.03,0.61,0.02,0.05,0.04,0.96,0.01,2.36,0.42,0.19,0.08,,,1.27,1.05,,,6.34,6.80,,,7.00,7.00,,,12.5,4.3,34.0,46.2,,,9.2,3.8,25.1,36.0,,,341,281,928,1730,5.5,4.1,8.9,8.9,4.8,6.1,6.8,116.1,,,,,,,,,,2.1,1.9,1.1,1.7,21.8,,,0.9,,,7.9,,,14.6,,,0.3,,,0.3,1.36,34,,,,,,,15.06
2002,10,10,Paxton,Vetal,lS,corn,CT,N2P1K1,5,111,1,175,196,41,20,43,40,20,22,69070,27952,13641,2551,13384,29576,0.84,0.46,69070,0.0,0.0,653,4509,30.3,230.0,13.9,132.2,376.1,0.61,45.4,0.7,6.7,52.8,0.86,54.4,15.5,330.9,400.9,0.14,2.6,0.5,57.1,60.1,0.04,22.0,1.2,23.8,47.0,0.47,16.9,1.1,11.8,29.7,0.57,1.69,0.33,0.40,0.02,0.16,0.12,0.54,0.03,0.61,0.02,0.05,0.04,0.99,0.05,2.47,0.43,0.18,0.09,,,1.31,1.47,,,5.78,6.56,,,6.77,7.00,,,24.0,10.3,65.4,94.6,,,9.0,6.8,24.4,43.7,,,367,370,997,2055,7.0,4.8,7.3,7.3,5.9,6.4,6.6,111.9,,,,,,,,,,1.2,2.0,2.2,1.8,23.3,,,1.6,,,14.7,,,32.8,,,0.5,,,4.1,1.36,34,,,,,,,15.66
2002,10,10,Paxton,Vetal,lS,corn,CT,N2P1K1,5,204,2,175,196,41,20,43,40,20,22,70150,28389,13096,2379,11434,26908,0.85,0.49,73387,0.0,4.6,612,4491,29.2,202.2,9.9,105.6,317.7,0.64,33.7,0.6,2.3,36.6,0.92,46.6,14.5,320.1,381.2,0.12,2.4,0.4,50.3,53.1,0.04,23.4,1.1,24.0,48.6,0.48,15.6,1.0,8.8,25.4,0.61,1.54,0.26,0.36,0.02,0.18,0.12,0.54,0.03,0.61,0.02,0.05,0.04,0.92,0.02,2.80,0.44,0.21,0.08,,,1.35,1.26,,,6.01,6.58,,,6.77,7.00,,,15.5,4.7,42.2,55.6,,,16.8,6.9,45.8,65.5,,,374,285,1018,1831,3.7,6.3,3.8,3.8,5.0,4.6,4.4,74.9,,,,,,,,,,2.7,3.7,2.9,3.1,39.5,,,1.3,,,11.1,,,25.8,,,0.4,,,3.0,1.36,34,,,,,,,15.03
2002,10,10,Paxton,Vetal,lS,corn,CT,N2P1K1,5,301,3,175,196,41,20,43,40,20,22,70150,28389,13246,2488,11833,27567,0.84,0.48,69070,1.5,0.0,609,4209,31.5,207.7,13.5,117.9,339.1,0.61,34.2,0.7,0.9,35.7,0.96,49.4,15.1,313.3,377.9,0.13,2.9,0.5,49.6,53.0,0.06,15.1,1.2,20.7,37.0,0.41,15.6,1.0,8.4,25.1,0.62,1.57,0.26,0.37,0.02,0.11,0.12,0.54,0.03,0.61,0.02,0.05,0.04,1.00,0.01,2.65,0.42,0.17,0.07,,,1.58,1.26,,,6.34,6.64,,,7.00,7.00,,,20.4,5.2,55.5,70.4,,,13.0,2.7,35.5,43.1,,,441,328,1199,2134,6.9,2.8,1.3,1.3,4.8,3.6,3.1,50.9,,,,,,,,,,1.3,1.3,1.6,1.4,18.0,,,2.0,,,12.1,,,13.1,,,0.5,,,5.2,1.36,34,,,,,,,15.21
2002,10,10,Paxton,Vetal,lS,corn,CT,N2P1K1,5,403,4,175,196,41,20,43,40,20,22,71229,28825,13562,2302,11547,27411,0.85,0.49,71229,0.0,0.0,625,4453,30.5,202.1,12.5,111.4,326.0,0.62,38.2,0.6,3.8,42.6,0.90,52.5,14.0,357.0,423.5,0.12,2.3,0.4,58.5,61.2,0.04,20.8,1.1,20.0,41.8,0.50,15.3,1.0,10.6,26.9,0.57,1.49,0.28,0.39,0.02,0.15,0.11,0.54,0.03,0.61,0.02,0.05,0.04,0.96,0.03,3.09,0.51,0.17,0.09,,,1.44,1.24,,,6.73,6.60,,,7.00,7.00,,,17.9,5.8,48.7,65.4,,,12.8,3.1,34.8,43.5,,,390,390,1060,2174,2.1,0.8,0.5,0.5,1.5,1.2,1.0,16.8,,,,,,,,,,1.2,1.2,0.4,1.0,12.2,,,1.9,,,7.9,,,20.5,,,0.4,,,0.7,1.36,34,,,,,,,15.57
2002,10,10,Paxton,Vetal,lS,corn,CT,N3P1K1,6,103,1,225,252,41,20,43,40,20,22,77704,31446,11877,2218,10919,25013,0.84,0.47,74466,4.2,0.0,490,3648,32.6,189.7,13.6,111.9,315.2,0.60,33.9,0.6,3.2,37.7,0.90,44.8,13.5,309.4,367.7,0.12,2.3,0.4,46.0,48.7,0.05,21.4,1.1,16.6,39.0,0.55,14.4,0.9,9.4,24.7,0.58,1.60,0.29,0.38,0.02,0.18,0.12,0.54,0.03,0.61,0.02,0.05,0.04,1.02,0.03,2.83,0.42,0.15,0.09,,,1.49,1.32,,,6.21,6.78,,,6.90,7.00,,,13.6,3.7,37.1,47.8,,,21.0,6.3,57.1,75.0,,,624,308,1697,2577,7.9,1.9,2.1,2.1,4.9,4.0,3.5,58.5,,,,,,,,,,0.8,2.5,3.2,2.1,27.8,,,1.9,,,12.0,,,24.5,,,0.6,,,1.0,1.36,34,,,,,,,13.63
2002,10,10,Paxton,Vetal,lS,corn,CT,N3P1K1,6,206,2,225,252,41,20,43,40,20,22,70150,28389,12208,2360,11188,25755,0.84,0.47,67991,4.6,1.5,566,3846,31.7,188.0,12.8,117.5,318.3,0.59,32.5,0.6,1.6,34.8,0.93,46.6,14.4,299.3,360.3,0.13,2.3,0.4,51.3,54.0,0.04,18.6,1.1,19.2,38.9,0.48,14.6,1.0,9.7,25.4,0.58,1.54,0.27,0.38,0.02,0.15,0.12,0.54,0.03,0.61,0.02,0.05,0.04,1.05,0.01,2.68,0.46,0.17,0.09,,,1.46,1.29,,,6.10,6.62,,,6.90,7.00,,,18.6,4.7,50.6,64.0,,,16.5,4.6,44.8,57.9,,,390,277,1061,1852,4.0,2.4,1.3,1.3,3.2,2.6,2.2,37.6,,,,,,,,,,1.7,2.2,1.1,1.7,21.6,,,1.8,,,13.8,,,26.2,,,0.5,,,4.6,1.36,34,,,,,,,14.01
2002,10,10,Paxton,Vetal,lS,corn,CT,N3P1K1,6,311,3,225,252,41,20,43,40,20,22,73387,29699,13600,2480,11466,27546,0.85,0.49,73387,0.0,0.0,666,4886,27.8,190.1,13.5,110.5,314.2,0.61,37.5,0.6,0.8,38.9,0.96,49.1,15.1,304.6,368.8,0.13,2.4,0.5,50.2,53.1,0.05,20.1,1.2,26.9,48.3,0.42,16.7,1.0,9.7,27.5,0.61,1.40,0.28,0.36,0.02,0.15,0.12,0.54,0.03,0.61,0.02,0.05,0.04,0.96,0.01,2.66,0.44,0.23,0.09,,,1.27,1.11,,,5.75,6.34,,,6.73,7.00,,,19.1,6.5,52.0,70.5,,,19.0,3.8,51.6,62.5,,,351,265,955,1712,4.9,3.0,3.7,3.7,3.9,3.8,3.8,63.9,,,,,,,,,,1.3,1.2,2.8,1.7,22.5,,,1.3,,,15.1,,,31.6,,,0.5,,,4.0,1.36,34,,,,,,,15.61
2002,10,10,Paxton,Vetal,lS,corn,CT,N3P1K1,6,402,4,225,252,41,20,43,40,20,22,73387,29699,13690,2590,12398,28678,0.84,0.48,73387,0.0,0.0,605,4440,30.8,208.1,14.1,114.7,336.9,0.62,43.9,0.7,2.5,47.0,0.93,55.7,15.8,335.9,407.3,0.14,2.5,0.5,51.5,54.4,0.05,20.1,1.2,25.2,46.5,0.43,17.2,1.1,9.5,27.9,0.62,1.52,0.32,0.41,0.02,0.15,0.13,0.54,0.03,0.61,0.02,0.05,0.04,0.93,0.02,2.71,0.42,0.20,0.08,,,1.54,1.32,,,6.20,6.76,,,6.77,7.00,,,22.0,7.0,59.7,79.7,,,14.8,4.1,40.3,52.0,,,445,335,1209,2167,5.0,2.1,0.6,0.6,3.5,2.5,2.1,34.2,,,,,,,,,,1.6,2.0,2.0,1.8,23.6,,,1.8,,,15.2,,,26.9,,,0.5,,,4.9,1.36,34,,,,,,,15.71
2002,10,10,Paxton,Vetal,lS,corn,CT,N4P1K1 ,7,102,1,300,336,41,20,43,40,20,22,64753,26205,12046,2179,10414,24639,0.85,0.49,70150,0.0,5.0,545,3823,31.5,177.9,11.9,104.3,294.1,0.60,36.6,0.6,2.5,39.7,0.92,48.3,13.3,275.6,337.1,0.14,2.2,0.4,51.0,53.6,0.04,17.9,1.0,19.0,37.9,0.47,14.1,0.9,9.5,24.5,0.58,1.48,0.30,0.40,0.02,0.15,0.12,0.54,0.03,0.61,0.02,0.05,0.04,1.00,0.02,2.65,0.49,0.18,0.09,,,1.42,1.21,,,6.28,6.84,,,7.00,7.00,,,17.3,5.9,47.1,63.9,,,16.5,5.2,44.8,59.7,,,754,347,2051,3042,2.8,3.1,11.3,11.3,3.0,5.7,7.1,121.4,,,,,,,,,,1.5,2.7,2.1,2.1,27.0,,,1.2,,,9.4,,,14.9,,,0.5,,,1.5,1.36,34,,,,,,,13.83
2002,10,10,Paxton,Vetal,lS,corn,CT,N4P1K1 ,7,207,2,300,336,41,20,43,40,20,22,73387,29699,13253,2567,12054,27874,0.84,0.48,73387,0.0,0.0,593,4353,30.4,198.9,14.0,117.2,330.1,0.60,30.7,0.7,3.4,34.7,0.88,47.6,15.6,297.1,360.3,0.13,2.5,0.5,53.0,56.0,0.04,15.4,1.2,21.3,37.9,0.41,15.2,1.1,11.2,27.5,0.55,1.50,0.23,0.36,0.02,0.12,0.12,0.54,0.03,0.61,0.02,0.05,0.04,0.97,0.03,2.46,0.44,0.18,0.09,,,1.36,1.29,,,6.66,6.95,,,7.00,7.00,,,11.4,4.4,30.9,43.6,,,21.1,8.8,57.4,82.6,,,780,312,2122,3013,2.0,1.1,0.5,0.5,1.6,1.2,1.0,17.5,,,,,,,,,,3.1,3.4,1.3,2.6,33.5,,,1.6,,,8.6,,,23.3,,,0.4,,,7.2,1.36,34,,,,,,,15.21
2002,10,10,Paxton,Vetal,lS,corn,CT,N4P1K1 ,7,309,3,300,336,41,20,43,40,20,22,75546,30572,13707,2594,11600,27902,0.84,0.49,75546,0.0,0.0,617,4659,29.4,196.6,13.5,119.8,329.9,0.60,33.6,0.7,1.0,35.2,0.95,43.9,15.8,335.2,394.9,0.11,2.3,0.5,56.2,59.1,0.04,25.9,1.2,25.4,52.5,0.49,16.4,1.1,10.2,27.7,0.59,1.43,0.24,0.32,0.02,0.19,0.12,0.54,0.03,0.61,0.02,0.05,0.04,1.03,0.01,2.89,0.48,0.22,0.09,,,1.11,1.11,,,6.26,6.75,,,7.00,7.00,,,14.1,5.0,38.3,52.7,,,8.7,3.3,23.7,33.1,,,343,253,934,1657,4.3,2.5,3.4,3.4,3.4,3.4,3.4,57.5,,,,,,,,,,2.0,2.2,0.8,1.7,21.2,,,1.8,,,10.4,,,26.7,,,0.5,,,3.9,1.36,34,,,,,,,15.73
2002,10,10,Paxton,Vetal,lS,corn,CT,N4P1K1 ,7,404,4,300,336,41,20,43,40,20,22,70150,28389,13386,2495,12728,28609,0.84,0.47,71229,0.0,1.5,584,4158,32.2,198.8,13.6,130.3,342.7,0.58,37.5,0.7,2.5,40.6,0.92,50.9,15.2,340.4,406.5,0.13,2.3,0.5,62.0,64.7,0.04,20.2,1.2,24.4,45.8,0.44,16.1,1.0,10.3,27.4,0.59,1.49,0.28,0.38,0.02,0.15,0.12,0.54,0.03,0.61,0.02,0.05,0.04,1.02,0.02,2.67,0.49,0.19,0.08,,,1.43,1.18,,,6.53,6.54,,,7.00,7.00,,,21.0,5.9,57.2,74.1,,,14.6,4.3,39.6,52.0,,,439,226,1193,1839,4.9,2.3,4.0,4.0,3.6,3.7,3.8,64.3,,,,,,,,,,1.1,1.4,0.7,1.1,13.5,,,2.0,,,9.1,,,25.2,,,0.4,,,0.8,1.36,34,,,,,,,15.37
2002,10,10,Paxton,Vetal,lS,corn,CT,N4P2K2,8,107,1,300,336,82,40,86,80,20,22,70150,28389,12949,2360,10496,25805,0.85,0.50,70150,0.0,0.0,597,4186,30.9,208.6,13.3,102.9,324.8,0.64,38.6,0.6,2.2,41.4,0.93,48.2,14.4,277.5,340.0,0.14,2.3,0.4,48.9,51.7,0.05,8.3,1.1,20.3,29.7,0.28,15.4,1.0,7.2,23.6,0.65,1.61,0.30,0.37,0.02,0.06,0.12,0.54,0.03,0.61,0.02,0.05,0.04,0.98,0.02,2.64,0.47,0.19,0.07,,,1.57,1.43,,,6.62,6.92,,,7.00,7.00,,,14.0,5.5,38.0,53.6,,,9.9,3.2,26.8,35.9,,,480,367,1307,2354,2.3,2.5,0.6,0.6,2.4,1.8,1.5,25.7,6.0,13.4,5.2,1.2,6.5,109.4,,,,2.0,3.5,2.1,2.6,32.8,,,2.0,,,9.4,,,20.5,,,0.5,,,4.3,1.36,34,,,,,,,14.86
2002,10,10,Paxton,Vetal,lS,corn,CT,N4P2K2,8,203,2,300,336,82,40,86,80,20,22,70150,28389,13316,2390,11445,27150,0.85,0.49,70150,0.0,0.0,634,4449,29.9,192.7,13.0,115.2,320.9,0.60,33.4,0.6,1.6,35.6,0.94,48.9,14.5,305.9,369.3,0.13,2.5,0.4,48.8,51.8,0.05,18.4,1.1,20.4,39.9,0.46,14.9,1.0,8.4,24.3,0.61,1.45,0.25,0.37,0.02,0.14,0.11,0.54,0.03,0.61,0.02,0.05,0.04,1.01,0.01,2.67,0.43,0.18,0.07,,,1.38,1.19,,,6.20,6.72,,,6.82,7.00,,,15.4,6.1,41.9,59.4,,,15.3,4.0,41.7,53.0,,,390,316,1061,1963,2.6,0.9,1.0,1.0,1.7,1.5,1.4,22.8,5.8,16.1,12.5,4.0,9.6,163.2,,,,1.9,2.2,2.0,2.0,26.0,,,1.6,,,11.4,,,25.2,,,0.5,,,4.5,1.36,34,,,,,,,15.29
2002,10,10,Paxton,Vetal,lS,corn,CT,N4P2K2,8,306,3,300,336,82,40,86,80,20,22,66912,27078,13193,2422,10975,26590,0.84,0.50,67991,0.0,1.6,607,4126,32.0,196.0,13.2,110.5,319.7,0.61,35.9,0.6,2.5,39.0,0.92,48.7,14.7,316.8,380.2,0.13,2.2,0.4,55.7,58.4,0.04,14.0,1.1,20.0,35.1,0.40,15.4,1.0,8.7,25.1,0.61,1.49,0.27,0.37,0.02,0.11,0.12,0.54,0.03,0.61,0.02,0.05,0.04,1.01,0.02,2.89,0.51,0.18,0.08,,,1.27,1.13,,,6.47,7.02,,,7.00,7.00,,,10.6,4.5,28.9,41.7,,,10.6,2.7,28.9,36.5,,,336,296,914,1760,5.2,5.7,13.5,13.5,5.5,8.1,9.5,161.5,4.8,4.5,16.3,19.5,11.3,192.3,,,,1.7,2.6,2.0,2.1,27.0,,,1.5,,,8.5,,,21.4,,,0.4,,,5.3,1.36,34,,,,,,,15.14
2002,10,10,Paxton,Vetal,lS,corn,CT,N4P2K2,8,411,4,300,336,82,40,86,80,20,22,72308,29262,13414,2432,11661,27507,0.85,0.49,76625,0.0,6.0,557,4269,31.4,206.0,13.2,123.5,342.8,0.60,37.5,0.6,1.8,40.0,0.94,48.4,14.8,343.1,406.3,0.12,2.3,0.5,56.5,59.3,0.04,21.1,1.2,24.8,47.0,0.45,16.4,1.0,9.3,26.7,0.61,1.54,0.28,0.36,0.02,0.16,0.12,0.54,0.03,0.61,0.02,0.05,0.04,1.06,0.02,2.94,0.48,0.21,0.08,,,1.21,1.28,,,5.99,6.28,,,6.77,7.00,,,18.3,9.0,49.7,75.3,,,12.5,5.9,34.1,50.9,,,341,320,928,1841,6.7,3.3,2.9,2.9,5.0,4.3,3.9,66.2,4.3,3.7,17.7,5.5,7.8,132.7,,,,1.5,1.7,3.9,2.4,30.6,,,1.9,,,12.2,,,24.6,,,0.4,,,0.7,1.36,34,,,,,,,15.40
2002,10,10,Paxton,Vetal,lS,corn,CT,UNL,9,105,1,214,240,41,20,43,40,20,22,74466,30136,13454,2508,11075,27037,0.84,0.50,75546,0.0,1.4,595,4496,29.9,207.6,13.6,118.2,339.4,0.61,30.6,0.7,0.8,32.1,0.95,43.7,15.3,302.9,361.9,0.12,2.4,0.5,52.0,54.9,0.04,15.1,1.2,23.3,39.5,0.38,15.2,1.0,9.5,25.8,0.59,1.54,0.23,0.32,0.02,0.11,0.11,0.54,0.03,0.61,0.02,0.05,0.04,1.07,0.01,2.74,0.47,0.21,0.09,,,1.51,1.41,,,6.02,6.57,,,6.82,7.00,,,13.1,8.6,35.6,60.1,,,20.6,8.6,56.1,80.6,,,754,363,2051,3087,3.9,2.7,7.9,7.9,3.3,4.8,5.6,94.9,4.3,3.1,6.3,6.3,5.0,84.5,,,,3.3,3.3,3.5,3.4,43.0,,,1.1,,,11.4,,,22.7,,,0.5,,,0.9,1.36,34,,,,,,,15.44
2002,10,10,Paxton,Vetal,lS,corn,CT,UNL,9,209,2,214,240,41,20,43,40,20,22,70150,28389,12880,2422,11510,26812,0.84,0.48,71229,0.0,1.5,622,4433,29.1,206.7,13.2,121.0,340.9,0.61,30.1,0.6,2.8,33.6,0.90,44.0,14.7,313.0,371.8,0.12,2.2,0.4,51.1,53.7,0.04,21.0,1.1,24.6,46.8,0.45,14.9,1.0,9.8,25.7,0.58,1.61,0.23,0.34,0.02,0.16,0.12,0.54,0.03,0.61,0.02,0.05,0.04,1.05,0.02,2.72,0.44,0.21,0.09,,,1.31,1.29,,,6.23,6.68,,,6.85,7.00,,,18.1,6.1,49.2,66.7,,,12.0,5.0,32.7,46.9,,,370,343,1008,1988,4.6,3.7,3.1,3.1,4.1,3.8,3.6,61.0,3.9,7.3,6.9,5.2,5.8,99.1,,,,1.2,2.3,1.4,1.6,21.2,,,2.4,,,11.7,,,28.3,,,0.5,,,5.1,1.36,34,,,,,,,14.79
2002,10,10,Paxton,Vetal,lS,corn,CT,UNL,9,305,3,214,240,41,20,43,40,20,22,73387,29699,13851,2701,12279,28831,0.84,0.48,74466,0.0,1.5,637,4746,29.2,214.1,14.7,114.9,343.8,0.62,34.8,0.7,1.5,37.0,0.94,49.7,16.4,322.4,388.6,0.13,2.4,0.5,58.3,61.1,0.04,15.7,1.3,27.4,44.3,0.35,16.1,1.1,10.8,28.0,0.57,1.55,0.25,0.36,0.02,0.11,0.12,0.54,0.03,0.61,0.02,0.05,0.04,0.94,0.01,2.63,0.47,0.22,0.09,,,1.17,1.09,,,6.26,6.83,,,7.00,7.00,,,10.4,3.8,28.2,39.1,,,9.9,3.3,26.8,36.3,,,336,320,914,1827,3.6,2.1,4.2,4.2,2.9,3.3,3.5,59.5,5.2,2.5,2.3,1.8,2.9,49.4,,,,1.6,1.9,1.6,1.7,21.7,,,1.3,,,8.3,,,17.0,,,0.4,,,3.9,1.36,34,,,,,,,15.90
2002,10,10,Paxton,Vetal,lS,corn,CT,UNL,9,401,4,214,240,41,20,43,40,20,22,75546,30572,13516,2537,12627,28680,0.84,0.47,75546,0.0,0.0,585,4422,30.6,205.7,13.8,113.4,332.9,0.62,39.4,0.7,1.6,41.7,0.95,47.0,15.4,332.3,394.8,0.12,2.3,0.5,57.5,60.2,0.04,21.8,1.2,21.5,44.4,0.49,17.0,1.0,12.9,31.0,0.55,1.52,0.29,0.35,0.02,0.16,0.13,0.54,0.03,0.61,0.02,0.05,0.04,0.90,0.01,2.63,0.46,0.17,0.10,,,1.67,1.46,,,6.81,7.01,,,7.00,7.00,,,16.1,6.2,43.8,61.5,,,13.3,5.1,36.2,50.8,,,379,308,1032,1912,4.1,0.8,0.5,0.5,2.5,1.8,1.5,24.9,6.6,1.9,1.0,1.0,2.6,43.7,,,,3.0,2.0,1.9,2.3,29.6,,,2.2,,,10.1,,,19.3,,,0.4,,,3.9,1.36,34,,,,,,,15.52
2002,10,10,Paxton,Vetal,lS,corn,CT,N0P0K0,11,106,1,0,0,0,0,0,0,20,22,70150,28389,11970,2461,11610,26041,0.83,0.46,66912,4.6,0.0,550,3683,32.5,196.4,13.4,104.8,314.7,0.62,34.0,0.6,2.2,36.9,0.92,43.9,15.0,246.6,305.5,0.14,2.3,0.5,45.3,48.1,0.05,19.3,1.2,23.6,44.0,0.44,15.6,1.0,9.3,25.9,0.60,1.64,0.28,0.37,0.02,0.16,0.13,0.54,0.03,0.61,0.02,0.05,0.04,0.90,0.02,2.12,0.39,0.20,0.08,,,1.48,1.45,,,6.13,6.84,,,6.78,7.00,,,12.0,6.4,32.7,51.0,,,11.1,3.3,30.3,39.7,,,433,343,1179,2159,7.4,6.4,17.1,17.1,6.9,10.3,12.0,203.8,4.2,2.0,3.1,8.7,4.5,76.6,11.6,115.7,77.3,2.8,3.6,2.9,3.1,40.0,,,1.7,,,11.6,,,36.0,,,0.5,,,2.3,1.36,34,,,,,,,13.74
2002,10,10,Paxton,Vetal,lS,corn,CT,N0P0K0,11,211,2,0,0,0,0,0,0,20,22,69070,27952,13101,2429,10512,26042,0.84,0.50,69070,1.6,1.6,628,4340,30.2,203.3,12.3,73.6,289.2,0.70,37.0,0.6,2.8,40.4,0.92,47.6,14.8,258.9,321.3,0.15,2.5,0.4,38.7,41.6,0.06,17.7,1.2,21.0,39.9,0.44,15.6,1.0,6.8,23.4,0.67,1.55,0.28,0.36,0.02,0.14,0.12,0.54,0.03,0.61,0.02,0.05,0.04,0.70,0.03,2.46,0.37,0.20,0.06,,,1.20,1.25,,,5.96,6.46,,,6.82,7.00,,,24.3,7.2,66.0,86.5,,,9.6,2.3,26.1,32.6,,,359,289,978,1802,5.9,2.9,2.1,2.1,4.4,3.6,3.2,54.3,2.0,1.3,1.4,2.8,1.9,32.1,10.0,97.5,81.5,1.6,2.1,2.0,1.9,24.7,,,1.3,,,16.0,,,33.8,,,0.5,,,4.9,1.36,34,,,,,,,15.04
2002,10,10,Paxton,Vetal,lS,corn,CT,N0P0K0,11,307,3,0,0,0,0,0,0,20,22,75546,30572,8899,1914,8202,19016,0.82,0.47,74466,1.4,0.0,436,3244,27.4,123.3,10.4,46.8,180.6,0.68,23.5,0.5,1.6,25.6,0.92,34.8,11.6,203.6,250.0,0.14,1.8,0.4,33.6,35.8,0.05,9.3,0.9,17.4,27.6,0.34,9.3,0.8,5.7,15.8,0.59,1.39,0.26,0.39,0.02,0.10,0.10,0.54,0.03,0.61,0.02,0.05,0.04,0.57,0.02,2.48,0.41,0.21,0.07,,,1.12,1.14,,,6.71,6.85,,,7.00,7.00,,,9.9,3.9,27.1,38.3,,,8.3,2.7,22.6,30.2,,,317,293,861,1697,2.1,1.5,0.4,0.4,1.8,1.3,1.1,18.1,3.1,1.3,1.2,1.2,1.7,28.3,7.7,91.3,67.7,1.5,1.8,2.0,1.8,22.7,,,1.7,,,7.6,,,15.7,,,0.3,,,4.6,1.36,34,,,,,,,10.22
2002,10,10,Paxton,Vetal,lS,corn,CT,N0P0K0,11,405,4,0,0,0,0,0,0,20,22,71229,28825,12824,2590,11176,26590,0.83,0.48,71229,0.0,0.0,603,4293,29.9,192.1,14.1,75.3,281.5,0.68,36.2,0.7,2.2,39.2,0.93,47.7,15.8,253.0,316.4,0.15,2.2,0.5,45.6,48.3,0.05,13.0,1.2,21.0,35.2,0.37,16.3,1.1,8.5,25.9,0.63,1.50,0.28,0.37,0.02,0.10,0.13,0.54,0.03,0.61,0.02,0.05,0.04,0.67,0.02,2.26,0.41,0.19,0.08,,,1.34,1.14,,,6.30,6.58,,,7.00,7.00,,,14.3,3.8,38.9,49.9,,,10.9,2.5,29.6,36.8,,,341,308,928,1808,3.2,1.6,0.9,0.9,2.4,1.9,1.6,27.5,2.5,1.0,0.7,1.0,1.3,21.9,11.4,97.5,67.4,1.1,2.0,2.7,1.9,25.1,,,1.6,,,9.2,,,20.1,,,0.4,,,1.4,1.36,34,,,,,,,14.72
2002,10,10,Paxton,Vetal,lS,corn,CT,N3P1K1-S2,10,104,1,225,252,41,20,43,40,40,45,75546,30572,12751,2350,11393,26494,0.84,0.48,76625,0.0,1.4,567,4344,29.4,174.4,12.8,107.9,295.1,0.59,32.5,0.6,3.6,36.7,0.89,41.6,14.3,300.3,356.2,0.12,2.2,0.4,48.2,50.8,0.04,18.7,1.1,24.8,44.7,0.42,14.5,1.0,8.9,24.4,0.60,1.37,0.25,0.33,0.02,0.15,0.11,0.54,0.03,0.61,0.02,0.05,0.04,0.95,0.03,2.64,0.42,0.22,0.08,,,1.76,1.38,,,5.79,6.70,,,6.77,7.00,,,13.1,5.6,35.5,51.4,,,18.9,5.8,51.3,67.7,,,359,289,978,1802,7.9,10.1,10.5,10.5,9.0,9.5,9.8,165.6,,,,,,,,,,2.1,3.2,2.5,2.6,33.3,,,1.0,,,12.7,,,30.5,,,0.5,,,1.0,1.36,34,,,,,,,14.64
